filename,cmodels,pid,parent,sequence,Identifier,Child,Directory,FileName,FileCount,SpecialType,Title,Parent Item Title,Identifier (Item Number),Photographer,Date Created,Subject - Topic,Subject - Geographic,Subject - Temporal,Subject - Name [personal],Subject - Name [corporate],Subject - Name [family],Abstract (Description),Biographical Information,Note,Type of Resource,Internet Media Type,Form,Medium,Extent,Source,Digital Collection,Relation,Repository Collection,Repository Collection Guide,Arrangement (Record Group),Arrangement (Series),Arrangement (Subseries),Arrangement (Box),Arrangement (Folder),Location (Physical Location),Location (Institution Web Site),Location (OCLC Member Symbol),Location (Sublocation),Location (Shelving Location),Rights,Contact Information,Preferred Citation,Digitization Date,Digitized By,Digital Reproduction Information,Record Creation Date,Cataloged By
,,,,,16,,,A5000B015F002P012.jp2,1,,Agricultural exhibit train,,A5000B015F002P012,,1910-1911,Agricultural exhibitions--Louisiana--Photographs; Railroad trains--Louisiana--Photographs,Louisiana,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,A train carrying exhibits from the LSU College of Agriculture attracts a crowd of spectators.,,,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,11/30/2018,en
,,,,,17,,A5000B015F002P013,,2,,Agricultural exhibit train,,A5000B015F002P013,,1910-1911,Agricultural exhibitions--Louisiana--Photographs; Railroad trains--Louisiana--Photographs,Louisiana,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,A train carrying exhibits from the LSU College of Agriculture attracts a crowd of spectators.,,"Handwritten on back: A typical crowd, Sou. Pac. Dem. Train.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,11/30/2018,en
,,,,,17_01,1,A5000B015F002P013,A5000B015F002P013_001.jp2,,,Front,Agricultural exhibit train,A5000B015F002P013_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,17_02,2,A5000B015F002P013,A5000B015F002P013_002.jp2,,,Back,Agricultural exhibit train,A5000B015F002P013_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,18,,A5000B015F002P014,,2,,Agricultural exhibit train,,A5000B015F002P014,,1910-1911,Agricultural exhibitions--Louisiana--Photographs; Railroad trains--Louisiana--Photographs,Louisiana,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,A train carrying exhibits from the LSU College of Agriculture attracts a crowd of spectators.,,"Handwritten on back: A typical crowd, Sou. Pac. Dem. Train.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,11/30/2018,en
,,,,,18_01,1,A5000B015F002P014,A5000B015F002P014_001.jp2,,,Front,Agricultural exhibit train,A5000B015F002P014_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,18_02,2,A5000B015F002P014,A5000B015F002P014_002.jp2,,,Back,Agricultural exhibit train,A5000B015F002P014_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,19,,A5000B015F002P015,,2,,Agricultural exhibit train in Crowley,,A5000B015F002P015,,1910-1911,Agricultural exhibitions--Louisiana--Crowley--Photographs; Railroad trains--Louisiana--Crowley--Photographs,Crowley (La.),Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,"A train carrying exhibits from the LSU College of Agriculture attracts a crowd of spectators in Crowley, Louisiana.",,Handwritten on back: Crowley.,still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,11/30/2018,en
,,,,,19_01,1,A5000B015F002P015,A5000B015F002P015_001.jp2,,,Front,Agricultural exhibit train in Crowley,A5000B015F002P015_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,19_02,2,A5000B015F002P015,A5000B015F002P015_002.jp2,,,Back,Agricultural exhibit train in Crowley,A5000B015F002P015_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,20,,A5000B015F002P016,,2,,Agricultural exhibit train,,A5000B015F002P016,,1910-1911,Agricultural exhibitions--Louisiana--Photographs; Railroad trains--Louisiana--Photographs,Louisiana,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,A train carrying exhibits from the LSU College of Agriculture attracts a crowd of spectators.,,"Typed on back: Southern Pacific Demonstration Train, showing the stock car and flat car, where livestock was exhibited.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,11/30/2018,en
,,,,,20_01,1,A5000B015F002P016,A5000B015F002P016_001.jp2,,,Front ,Agricultural exhibit train,A5000B015F002P016_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,20_02,2,A5000B015F002P016,A5000B015F002P016_002.jp2,,,Back,Agricultural exhibit train,A5000B015F002P016_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,21,,A5000B015F002P017,,2,,Agricultural exhibit train,,A5000B015F002P017,,1910-1911,Agricultural exhibitions--Louisiana--Photographs; Railroad trains--Louisiana--Photographs,Louisiana,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,A train carrying exhibits from the LSU College of Agriculture attracts a crowd of spectators.,,"Handwritten on back: Stock car, flat car, &c., Sou. Pac. Dem. Train.",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,11/30/2018,en
,,,,,21_01,1,A5000B015F002P017,A5000B015F002P017_001.jp2,,,Front,Agricultural exhibit train,A5000B015F002P017_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,21_02,2,A5000B015F002P017,A5000B015F002P017_002.jp2,,,Back,Agricultural exhibit train,A5000B015F002P017_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,11/30/2018,en
,,,,,22,,A5000B015F002P018,,2,,Agricultural exhibit train,,A5000B015F002P018,,1910-1911,Agricultural exhibitions--Louisiana--Photographs; Railroad trains--Louisiana--Photographs,Louisiana,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,A crowd gathers at an exhibit train from the LSU College of Agriculture for a lecture on livestock.,,"Handwritten on back: Lecture on livestock, Sou. Pac. Dem. Train",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,12/3/2018,en
,,,,,22_01,1,A5000B015F002P018,A5000B015F002P018_001.jp2,,,Front,Agricultural exhibit train,A5000B015F002P018_001,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,12/3/2018,en
,,,,,22_02,2,A5000B015F002P018,A5000B015F002P018_002.jp2,,,Back,Agricultural exhibit train,A5000B015F002P018_002,,,,,,,,,,,,still image,jp2,,,,,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,,,,,,,,,,,,,,,,,,12/3/2018,en
,,,,,23,,A5000B015F002P019,,2,,Agricultural exhibit train,,A5000B015F002P019,,1910-1911,Agricultural exhibitions--Louisiana--Photographs; Railroad trains--Louisiana--Photographs,Louisiana,Nineteen tens,,Louisiana State University and Agricultural and Mechanical College. College of Agriculture--Photographs; Louisiana Cooperative Extension Service--Photographs,,A crowd gathers at an exhibit train from the LSU College of Agriculture for a lecture on livestock.,,"Handwritten on back: Lecture on livestock, Sou. Pac. Dem. Train",still image,jp2,photographs,,,LSU Libraries. Special Collections,LSU Photograph Collection,http://louisianadigitallibrary.org/islandora/object/lsu-ua-uap:collection,,https://www.lib.lsu.edu/sites/default/files/ua/findingaids/a5000_lsuphotocollection.pdf,A5000,,,Box 15,Folder 2,LSU Libraries,http://lib.lsu.edu,LUU,Hill Memorial Library: Special Collections,"AA:31, Box 15, Folder 2","Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,"Louisiana State University Photograph Collection, A5000, Louisiana State University Archives, LSU Libraries, Baton Rouge, La.",4/16/2018,EC,Scanned with Digibook 1000 at 300 ppi; saved as a TIFF and converted to JPEG2000,12/3/2018,en
